UserId,MFAMethod,CreatedAt,ClientIP,Application,Browser,OS,Unit,Title,RiskScore
U00067,SMS,2025-03-15 11:42:19.231854,10.3.244.129,CRM,Chrome,Ubuntu,İnsan Kaynakları,Stajyer,32.5
U00095,Mail,2025-03-15 11:44:43.826760,192.168.6.16,Email,Firefox,Ubuntu,Pazarlama,Genel Müdür,32.0
U00017,Biometric,2025-03-15 11:45:45.995122,192.168.0.207,CRM,Edge,Linux,Finans,Direktör,32.5
U00040,OTP,2025-03-15 11:47:02.317890,10.3.125.103,HR System,Edge,Windows 10,Yönetim,Stajyer,33.0
U00071,Mail,2025-03-15 11:48:35.973255,192.168.7.50,Admin Panel,Safari,Windows 11,Yönetim,Müdür,35.0
U00008,SMS,2025-03-15 11:57:13.789788,192.168.0.188,CRM,Chrome,macOS,Pazarlama,Stajyer,32.5
U00070,SMS,2025-03-15 12:05:38.843631,10.2.93.87,Finance,Firefox,Windows 10,Finans,Genel Müdür,34.0
U00039,SMS,2025-03-15 12:07:00.127973,10.4.68.179,HR System,Chrome,Windows 10,Bilgi İşlem,Genel Müdür,33.0
U00007,OTP,2025-03-15 12:11:00.419526,192.168.1.51,Finance,Chrome,macOS,Satış,Stajyer,34.0
U00089,SMS,2025-03-15 12:15:52.982096,192.168.3.31,HR System,Chrome,macOS,Pazarlama,Uzman,33.0
U00055,OTP,2025-03-15 12:22:06.292587,192.168.6.79,CRM,Chrome,Windows 11,Satış,Stajyer,32.5
U00052,Mail,2025-03-15 12:29:53.487995,192.168.2.226,CRM,Firefox,Windows 11,Finans,Direktör,32.5
U00014,Biometric,2025-03-15 12:32:15.269832,192.168.7.166,Finance,Safari,Linux,Bilgi İşlem,Direktör,34.0
U00035,SMS,2025-03-15 12:33:26.233398,10.4.46.70,Email,Safari,Windows 11,Satış,Müdür,32.0
U00047,Biometric,2025-03-15 12:40:21.651088,10.2.76.192,CRM,Safari,macOS,Pazarlama,Takım Lideri,32.5
U00012,Biometric,2025-03-15 12:44:16.617618,192.168.8.234,Email,Safari,Ubuntu,Bilgi İşlem,Takım Lideri,41.5
U00006,Mail,2025-03-15 12:48:37.252084,10.2.60.78,CRM,Firefox,Windows 10,Finans,Takım Lideri,32.5
U00071,Mail,2025-03-15 13:07:57.973306,192.168.3.40,Finance,Safari,Windows 11,Yönetim,Müdür,34.0
U00072,SMS,2025-03-15 13:18:18.287045,192.168.7.97,Finance,Safari,Windows 11,Bilgi İşlem,Stajyer,34.0
U00020,SMS,2025-03-15 13:24:46.081937,10.3.210.2,HR System,Safari,Windows 10,Satış,Genel Müdür,33.0
U00078,SMS,2025-03-15 13:30:08.620377,10.0.108.230,CRM,Safari,Windows 10,Finans,Stajyer,32.5
U00002,SMS,2025-03-15 13:39:30.552795,10.0.151.13,CRM,Chrome,Linux,Pazarlama,Direktör,32.5
U00037,SMS,2025-03-15 13:40:40.534036,192.168.3.116,Finance,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,34.0
U00097,OTP,2025-03-15 13:45:24.293451,192.168.3.213,CRM,Safari,macOS,Pazarlama,Stajyer,32.5
U00066,OTP,2025-03-15 13:50:15.783340,192.168.9.47,Admin Panel,Chrome,Windows 11,Yönetim,Müdür,35.0
U00043,SMS,2025-03-15 14:11:06.096480,10.2.118.182,Admin Panel,Chrome,Linux,Satış,Stajyer,35.0
U00099,SMS,2025-03-15 14:13:31.235930,10.0.252.189,HR System,Chrome,Linux,Pazarlama,Direktör,33.0
U00067,SMS,2025-03-15 14:18:48.174555,10.3.147.223,HR System,Chrome,Ubuntu,İnsan Kaynakları,Stajyer,33.0
U00025,OTP,2025-03-15 14:27:22.182339,192.168.8.205,CRM,Edge,Windows 10,Bilgi İşlem,Müdür,32.5
U00066,OTP,2025-03-15 15:14:16.783291,192.168.9.81,Admin Panel,Chrome,Windows 11,Yönetim,Müdür,35.0
U00089,SMS,2025-03-15 15:21:38.982045,192.168.3.87,HR System,Chrome,macOS,Pazarlama,Uzman,33.0
U00073,OTP,2025-03-15 15:21:55.568509,192.168.5.229,HR System,Chrome,Linux,Yönetim,Uzman,33.0
U00090,OTP,2025-03-15 15:23:12.314715,192.168.2.27,HR System,Firefox,Windows 11,Bilgi İşlem,Takım Lideri,33.0
U00024,OTP,2025-03-15 15:35:28.850706,192.168.8.189,Finance,Firefox,Windows 10,Pazarlama,Stajyer,34.0
U00006,Mail,2025-03-15 15:45:56.264439,10.2.226.8,Finance,Firefox,Windows 10,Finans,Takım Lideri,34.0
U00077,SMS,2025-03-15 15:59:48.173945,192.168.0.40,HR System,Firefox,macOS,İnsan Kaynakları,Genel Müdür,33.0
U00044,SMS,2025-03-15 15:59:59.213255,10.0.174.0,CRM,Opera,Windows 11,Bilgi İşlem,Uzman,32.5
U00004,SMS,2025-03-15 16:11:07.586349,192.168.8.45,HR System,Firefox,Windows 10,Yönetim,Müdür,33.0
U00082,OTP,2025-03-15 16:15:11.610834,10.1.190.207,HR System,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,33.0
U00058,OTP,2025-03-15 16:21:41.534612,192.168.2.190,Finance,Safari,Windows 11,Satış,Stajyer,56.0
U00011,Mail,2025-03-15 16:23:01.176914,192.168.3.143,Admin Panel,Chrome,Windows 10,Pazarlama,Takım Lideri,35.0
U00082,OTP,2025-03-15 16:28:34.665849,10.1.34.202,CRM,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,32.5
U00065,SMS,2025-03-15 17:00:44.530466,192.168.6.217,CRM,Chrome,Windows 10,Yönetim,Uzman,32.5
U00074,SMS,2025-03-15 17:16:46.239048,10.3.225.121,CRM,Firefox,Windows 10,İnsan Kaynakları,Takım Lideri,32.5
U00012,OTP,2025-03-15 17:17:11.617567,192.168.0.118,Email,Safari,Windows 11,Bilgi İşlem,Takım Lideri,32.0
U00027,OTP,2025-03-15 17:36:08.818244,192.168.4.187,CRM,Edge,macOS,Yönetim,Takım Lideri,32.5
U00027,OTP,2025-03-15 17:51:29.818194,192.168.7.110,Finance,Edge,macOS,Yönetim,Takım Lideri,34.0
U00030,Mail,2025-03-15 18:12:04.024980,192.168.2.114,Admin Panel,Safari,Windows 10,Bilgi İşlem,Direktör,42.5
U00016,SMS,2025-03-15 18:25:02.852422,192.168.5.30,Email,Opera,macOS,Yönetim,Genel Müdür,39.5
U00020,SMS,2025-03-15 18:30:22.136365,10.3.66.246,Finance,Safari,Windows 10,Satış,Genel Müdür,41.5
U00010,OTP,2025-03-15 18:37:46.762992,10.2.16.170,Finance,Firefox,Windows 11,Pazarlama,Takım Lideri,41.5
U00097,Biometric,2025-03-15 18:43:46.293498,192.168.3.46,Email,Firefox,Windows 10,Pazarlama,Stajyer,56.0
U00030,Mail,2025-03-15 18:52:23.025029,192.168.2.149,Email,Safari,Windows 10,Bilgi İşlem,Direktör,39.5
U00098,SMS,2025-03-15 18:57:30.629162,192.168.5.222,HR System,Safari,macOS,Bilgi İşlem,Uzman,40.5
U00036,Mail,2025-03-16 10:00:19.111835,10.3.200.166,CRM,Chrome,macOS,Bilgi İşlem,Genel Müdür,32.5
U00065,SMS,2025-03-16 10:14:14.530516,192.168.6.207,CRM,Chrome,Windows 10,Yönetim,Uzman,32.5
U00037,SMS,2025-03-16 10:16:07.534156,192.168.3.86,Email,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,32.0
U00061,OTP,2025-03-16 10:33:36.198914,192.168.2.73,Email,Chrome,Windows 10,Pazarlama,Müdür,32.0
U00022,Biometric,2025-03-16 10:36:09.593425,192.168.6.68,HR System,Chrome,macOS,Finans,Direktör,33.0
U00081,SMS,2025-03-16 10:42:07.099616,192.168.0.223,CRM,Chrome,macOS,Finans,Takım Lideri,32.5
U00085,SMS,2025-03-16 10:43:30.231728,192.168.3.224,CRM,Firefox,macOS,Yönetim,Takım Lideri,32.5
U00026,SMS,2025-03-16 10:51:09.434552,192.168.4.252,Email,Chrome,Windows 10,Pazarlama,Genel Müdür,32.0
U00013,Biometric,2025-03-16 10:58:09.827859,192.168.8.249,HR System,Firefox,Windows 10,Pazarlama,Uzman,33.0
U00040,Mail,2025-03-16 11:00:53.387326,10.3.108.21,Admin Panel,Firefox,macOS,Yönetim,Stajyer,61.5
U00046,Biometric,2025-03-16 11:10:30.929878,192.168.2.88,Finance,Chrome,Windows 11,Finans,Direktör,34.0
U00086,Mail,2025-03-16 12:06:56.610172,192.168.7.206,CRM,Safari,Windows 10,Finans,Direktör,32.5
U00078,SMS,2025-03-16 12:23:50.688597,10.0.170.140,CRM,Safari,Windows 10,Finans,Stajyer,32.5
U00003,Biometric,2025-03-16 12:27:12.324907,192.168.7.193,HR System,Edge,Windows 10,Finans,Takım Lideri,33.0
U00082,OTP,2025-03-16 12:27:55.677946,10.1.56.131,HR System,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,33.0
U00062,Mail,2025-03-16 12:28:14.641848,10.4.36.154,HR System,Chrome,macOS,Pazarlama,Direktör,33.0
U00065,SMS,2025-03-16 12:40:14.530565,192.168.6.109,Admin Panel,Chrome,Windows 10,Yönetim,Uzman,35.0
U00024,Biometric,2025-03-16 12:49:04.850757,192.168.2.207,CRM,Edge,Linux,Pazarlama,Stajyer,47.0
U00061,OTP,2025-03-16 12:54:31.198966,192.168.2.32,Email,Chrome,Windows 10,Pazarlama,Müdür,32.0
U00011,Mail,2025-03-16 13:03:10.177014,192.168.8.146,Admin Panel,Chrome,Windows 10,Pazarlama,Takım Lideri,35.0
U00099,SMS,2025-03-16 13:22:24.303896,10.0.205.179,Email,Chrome,Linux,Pazarlama,Direktör,32.0
U00099,SMS,2025-03-16 13:28:42.248511,10.0.195.121,Email,Chrome,Linux,Pazarlama,Direktör,32.0
U00041,SMS,2025-03-16 13:29:26.257172,192.168.4.125,CRM,Chrome,Windows 11,Pazarlama,Genel Müdür,32.5
U00027,OTP,2025-03-16 13:49:56.818299,10.2.126.7,Finance,Edge,macOS,Yönetim,Takım Lideri,34.0
U00035,SMS,2025-03-16 13:51:01.245569,10.4.26.20,CRM,Safari,Windows 11,Satış,Müdür,32.5
U00047,Biometric,2025-03-16 13:54:50.704957,192.168.3.4,Finance,Safari,Windows 11,Pazarlama,Takım Lideri,45.0
U00023,SMS,2025-03-16 14:14:17.047196,10.2.240.232,Email,Firefox,Windows 11,Bilgi İşlem,Stajyer,32.0
U00053,OTP,2025-03-16 14:15:58.823011,192.168.7.69,Finance,Chrome,Ubuntu,Yönetim,Genel Müdür,34.0
U00076,Mail,2025-03-16 14:17:26.406057,192.168.0.200,Email,Safari,Windows 10,Yönetim,Genel Müdür,32.0
U00044,SMS,2025-03-16 14:20:59.269578,192.168.4.191,Email,Opera,Windows 11,Bilgi İşlem,Uzman,32.0
U00012,OTP,2025-03-16 14:35:11.617673,192.168.0.228,Finance,Safari,Windows 11,Bilgi İşlem,Takım Lideri,34.0
U00004,SMS,2025-03-16 14:41:11.586400,192.168.8.105,Finance,Firefox,Windows 10,Yönetim,Müdür,34.0
U00035,SMS,2025-03-16 14:55:04.300179,10.4.251.228,Email,Safari,Windows 11,Satış,Müdür,32.0
U00098,SMS,2025-03-16 15:13:30.629214,192.168.5.105,HR System,Safari,macOS,Bilgi İşlem,Uzman,33.0
U00025,OTP,2025-03-16 15:18:36.182389,192.168.8.225,Finance,Edge,Windows 10,Bilgi İşlem,Müdür,34.0
U00055,OTP,2025-03-16 15:28:47.292685,192.168.6.88,CRM,Chrome,Windows 11,Satış,Stajyer,32.5
U00038,SMS,2025-03-16 15:48:12.724991,192.168.6.241,HR System,Chrome,Windows 10,Bilgi İşlem,Müdür,33.0
U00056,Mail,2025-03-16 16:31:15.549187,192.168.5.40,CRM,Chrome,Windows 10,Satış,Takım Lideri,32.5
U00077,SMS,2025-03-16 16:35:40.173995,192.168.0.64,CRM,Firefox,macOS,İnsan Kaynakları,Genel Müdür,32.5
U00031,SMS,2025-03-16 16:37:42.220830,192.168.1.79,Email,Edge,Windows 11,Yönetim,Takım Lideri,32.0
U00078,SMS,2025-03-16 16:40:38.676475,10.0.103.63,Admin Panel,Safari,Windows 10,Finans,Stajyer,35.0
U00098,SMS,2025-03-16 16:46:21.629262,10.1.104.108,HR System,Safari,macOS,Bilgi İşlem,Uzman,33.0
U00058,Biometric,2025-03-16 16:49:11.534664,192.168.2.73,Email,Chrome,macOS,Satış,Stajyer,32.0
U00093,OTP,2025-03-16 16:56:27.176958,192.168.5.99,Email,Safari,Ubuntu,İnsan Kaynakları,Müdür,42.0
U00015,OTP,2025-03-16 17:06:23.589382,192.168.3.24,CRM,Safari,Windows 10,Bilgi İşlem,Genel Müdür,32.5
U00100,Biometric,2025-03-16 17:07:36.972051,10.2.43.52,Email,Edge,Ubuntu,Satış,Direktör,46.5
U00013,Biometric,2025-03-16 17:09:15.827810,192.168.2.49,Email,Firefox,Windows 10,Pazarlama,Uzman,32.0
U00069,Biometric,2025-03-16 17:18:21.388449,192.168.5.179,Finance,Chrome,Windows 10,Satış,Direktör,34.0
U00001,SMS,2025-03-16 17:24:53.160648,192.168.3.234,HR System,Firefox,Windows 11,Yönetim,Stajyer,33.0
U00096,SMS,2025-03-16 17:24:55.151314,192.168.1.57,Finance,Chrome,Windows 10,İnsan Kaynakları,Uzman,34.0
U00037,SMS,2025-03-16 17:35:53.534104,192.168.3.130,Email,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,32.0
U00051,Mail,2025-03-16 17:39:13.772948,10.4.196.205,Finance,Edge,Ubuntu,İnsan Kaynakları,Direktör,34.0
U00072,SMS,2025-03-16 17:47:01.287095,192.168.0.195,Email,Safari,Windows 11,Bilgi İşlem,Stajyer,32.0
U00009,Mail,2025-03-16 18:00:37.186681,192.168.6.52,CRM,Chrome,Windows 10,Yönetim,Stajyer,32.5
U00031,SMS,2025-03-16 18:09:17.220878,192.168.1.201,CRM,Edge,Windows 11,Yönetim,Takım Lideri,40.0
U00052,Mail,2025-03-16 18:21:04.488047,192.168.7.205,CRM,Firefox,Windows 11,Finans,Direktör,40.0
U00055,OTP,2025-03-16 18:21:15.292637,192.168.6.13,Email,Chrome,Windows 11,Satış,Stajyer,39.5
U00099,SMS,2025-03-16 18:30:36.361052,10.0.78.56,Email,Chrome,Linux,Pazarlama,Direktör,39.5
U00069,Biometric,2025-03-16 18:39:38.388498,192.168.5.29,Admin Panel,Chrome,Windows 10,Satış,Direktör,42.5
U00006,Mail,2025-03-16 18:54:32.317831,10.2.210.229,CRM,Firefox,Windows 10,Finans,Takım Lideri,40.0
U00005,Mail,2025-03-16 18:56:36.075491,10.2.233.181,CRM,Firefox,Windows 10,Finans,Genel Müdür,40.0
U00019,OTP,2025-03-16 18:59:10.833656,10.3.113.8,Email,Chrome,macOS,Satış,Stajyer,39.5
U00048,OTP,2025-03-17 06:14:17.426138,192.168.5.180,Finance,Firefox,Ubuntu,Pazarlama,Takım Lideri,39.0
U00060,Biometric,2025-03-17 06:21:38.944953,192.168.1.64,Email,Firefox,Windows 11,Finans,Direktör,37.0
U00048,OTP,2025-03-17 06:28:20.426086,192.168.8.142,Finance,Firefox,Ubuntu,Pazarlama,Takım Lideri,39.0
U00098,SMS,2025-03-17 06:29:38.686725,192.168.5.104,HR System,Safari,macOS,Bilgi İşlem,Uzman,38.0
U00051,Mail,2025-03-17 06:36:23.851415,10.4.155.108,HR System,Edge,Ubuntu,İnsan Kaynakları,Direktör,38.0
U00074,SMS,2025-03-17 06:36:58.299114,10.3.79.236,HR System,Firefox,Windows 10,İnsan Kaynakları,Takım Lideri,38.0
U00058,Biometric,2025-03-17 06:38:29.534714,192.168.9.57,Email,Chrome,macOS,Satış,Stajyer,37.0
U00091,OTP,2025-03-17 06:46:14.647120,192.168.3.77,CRM,Safari,macOS,Bilgi İşlem,Direktör,37.5
U00065,SMS,2025-03-17 06:47:27.530615,10.3.217.65,Admin Panel,Chrome,Windows 10,Yönetim,Uzman,40.0
U00060,Biometric,2025-03-17 06:51:24.945048,192.168.1.103,CRM,Firefox,Windows 11,Finans,Direktör,37.5
U00069,Biometric,2025-03-17 06:58:55.388595,192.168.5.205,Finance,Chrome,Windows 10,Satış,Direktör,39.0
U00074,SMS,2025-03-17 07:05:32.311700,10.3.81.245,CRM,Firefox,Windows 10,İnsan Kaynakları,Takım Lideri,35.0
U00027,OTP,2025-03-17 07:22:58.873187,192.168.4.3,Finance,Edge,macOS,Yönetim,Takım Lideri,36.5
U00016,SMS,2025-03-17 07:23:14.852473,192.168.5.37,Finance,Opera,macOS,Yönetim,Genel Müdür,36.5
U00098,SMS,2025-03-17 07:24:37.686804,192.168.5.176,HR System,Safari,macOS,Bilgi İşlem,Uzman,35.5
U00094,OTP,2025-03-17 07:26:56.376065,192.168.9.244,CRM,Safari,Windows 10,Satış,Takım Lideri,35.0
U00004,SMS,2025-03-17 07:27:36.586451,192.168.8.25,HR System,Firefox,Windows 10,Yönetim,Müdür,35.5
U00053,OTP,2025-03-17 07:27:46.823075,192.168.7.222,HR System,Chrome,Ubuntu,Yönetim,Genel Müdür,35.5
U00027,Biometric,2025-03-17 07:33:44.873277,192.168.4.20,Admin Panel,Opera,Windows 10,Yönetim,Takım Lideri,58.0
U00089,SMS,2025-03-17 07:41:41.982201,192.168.3.42,Email,Chrome,macOS,Pazarlama,Uzman,34.5
U00046,Biometric,2025-03-17 07:44:12.929976,192.168.7.223,CRM,Chrome,Windows 11,Finans,Direktör,35.0
U00021,OTP,2025-03-17 07:46:35.384480,192.168.7.11,Email,Safari,Windows 10,Bilgi İşlem,Uzman,34.5
U00086,Mail,2025-03-17 07:48:56.610221,192.168.7.194,CRM,Safari,Windows 10,Finans,Direktör,35.0
U00045,SMS,2025-03-17 07:52:00.483577,192.168.3.11,Finance,Chrome,Windows 11,Pazarlama,Stajyer,36.5
U00058,Biometric,2025-03-17 07:53:08.534813,192.168.2.240,CRM,Chrome,macOS,Satış,Stajyer,35.0
U00023,SMS,2025-03-17 08:05:26.170098,10.0.29.201,CRM,Firefox,Windows 11,Bilgi İşlem,Stajyer,27.5
U00029,SMS,2025-03-17 08:11:16.716939,192.168.4.239,Finance,Safari,Windows 10,İnsan Kaynakları,Stajyer,29.0
U00071,Mail,2025-03-17 08:11:45.973357,192.168.3.36,Finance,Safari,Windows 11,Yönetim,Müdür,29.0
U00087,Mail,2025-03-17 08:13:10.684768,192.168.8.199,Admin Panel,Firefox,macOS,Yönetim,Uzman,30.0
U00081,SMS,2025-03-17 08:13:17.099761,192.168.0.53,HR System,Chrome,macOS,Finans,Takım Lideri,28.0
U00051,Mail,2025-03-17 08:14:21.784864,10.4.40.164,Finance,Edge,Ubuntu,İnsan Kaynakları,Direktör,29.0
U00051,Mail,2025-03-17 08:25:04.839426,10.4.144.221,Finance,Edge,Ubuntu,İnsan Kaynakları,Direktör,29.0
U00019,OTP,2025-03-17 08:28:33.887467,10.3.168.143,Admin Panel,Safari,Windows 11,Satış,Stajyer,46.0
U00063,Biometric,2025-03-17 08:30:54.076798,192.168.2.29,CRM,Safari,Windows 11,Pazarlama,Takım Lideri,27.5
U00092,SMS,2025-03-17 08:32:32.214589,192.168.4.76,Finance,Safari,Windows 10,İnsan Kaynakları,Takım Lideri,29.0
U00039,SMS,2025-03-17 08:37:40.140305,10.4.242.253,Email,Firefox,Linux,Bilgi İşlem,Genel Müdür,39.0
U00017,Biometric,2025-03-17 08:39:54.995174,192.168.0.115,CRM,Edge,Linux,Finans,Direktör,27.5
U00037,SMS,2025-03-17 08:41:22.534257,192.168.3.197,Finance,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,29.0
U00079,Mail,2025-03-17 08:50:10.510583,192.168.8.123,Email,Chrome,Windows 11,Pazarlama,Takım Lideri,27.0
U00010,OTP,2025-03-17 08:51:57.939350,192.168.0.201,CRM,Firefox,Windows 11,Pazarlama,Takım Lideri,27.5
U00009,Mail,2025-03-17 08:53:53.186730,192.168.6.199,HR System,Chrome,Windows 10,Yönetim,Stajyer,28.0
U00043,SMS,2025-03-17 09:00:21.160398,10.2.78.172,Admin Panel,Chrome,Linux,Satış,Stajyer,30.0
U00012,Biometric,2025-03-17 09:04:03.617724,192.168.0.189,CRM,Firefox,Ubuntu,Bilgi İşlem,Takım Lideri,45.0
U00003,Biometric,2025-03-17 09:04:31.324953,192.168.7.87,CRM,Edge,Windows 10,Finans,Takım Lideri,27.5
U00015,Biometric,2025-03-17 09:05:37.589528,192.168.3.52,CRM,Firefox,Windows 10,Bilgi İşlem,Genel Müdür,37.0
U00070,SMS,2025-03-17 09:06:18.856161,10.2.201.15,Finance,Firefox,Windows 10,Finans,Genel Müdür,29.0
U00087,Mail,2025-03-17 09:09:10.684671,192.168.8.43,Admin Panel,Firefox,macOS,Yönetim,Uzman,30.0
U00100,Mail,2025-03-17 09:23:57.984034,10.2.249.46,HR System,Chrome,Windows 10,Satış,Direktör,28.0
U00062,Mail,2025-03-17 09:25:01.653721,10.3.67.149,HR System,Chrome,macOS,Pazarlama,Direktör,28.0
U00008,SMS,2025-03-17 09:27:22.789955,192.168.0.155,CRM,Chrome,macOS,Pazarlama,Stajyer,27.5
U00083,Mail,2025-03-17 09:32:00.891599,192.168.7.232,Finance,Firefox,Ubuntu,Satış,Direktör,29.0
U00043,SMS,2025-03-17 09:33:33.172630,10.2.128.120,Admin Panel,Chrome,Linux,Satış,Stajyer,30.0
U00029,SMS,2025-03-17 09:35:18.716988,10.4.219.233,Finance,Safari,Windows 10,İnsan Kaynakları,Stajyer,29.0
U00070,SMS,2025-03-17 09:36:28.912411,10.2.227.51,HR System,Firefox,Windows 10,Finans,Genel Müdür,28.0
U00100,Mail,2025-03-17 09:40:14.038355,10.2.155.135,Email,Chrome,Windows 10,Satış,Direktör,27.0
U00014,Biometric,2025-03-17 09:56:45.269884,192.168.7.231,Finance,Safari,Linux,Bilgi İşlem,Direktör,29.0
U00030,Mail,2025-03-17 10:02:22.025080,192.168.2.149,Admin Panel,Safari,Windows 10,Bilgi İşlem,Direktör,30.0
U00064,Mail,2025-03-17 10:04:24.655447,10.4.188.63,CRM,Safari,Windows 10,Pazarlama,Müdür,27.5
U00006,Mail,2025-03-17 10:13:24.386100,10.2.207.231,Finance,Firefox,Windows 10,Finans,Takım Lideri,29.0
U00035,SMS,2025-03-17 10:23:28.368672,10.4.229.82,CRM,Safari,Windows 11,Satış,Müdür,27.5
U00027,OTP,2025-03-17 10:26:24.873099,192.168.4.208,CRM,Edge,macOS,Yönetim,Takım Lideri,27.5
U00039,SMS,2025-03-17 10:34:14.197826,10.4.231.78,CRM,Chrome,Windows 10,Bilgi İşlem,Genel Müdür,27.5
U00059,OTP,2025-03-17 10:36:13.745668,192.168.3.107,Finance,Chrome,Ubuntu,Bilgi İşlem,Müdür,29.0
U00014,Biometric,2025-03-17 10:43:18.269980,192.168.7.29,HR System,Safari,Linux,Bilgi İşlem,Direktör,28.0
U00007,OTP,2025-03-17 10:44:16.419625,192.168.5.179,Finance,Chrome,macOS,Satış,Stajyer,29.0
U00004,SMS,2025-03-17 10:47:13.641705,10.1.102.222,HR System,Firefox,Windows 10,Yönetim,Müdür,28.0
U00075,Mail,2025-03-17 10:47:30.886427,192.168.4.188,HR System,Safari,Windows 11,Finans,Direktör,28.0
U00047,Biometric,2025-03-17 10:58:28.760438,10.2.210.0,CRM,Safari,macOS,Pazarlama,Takım Lideri,27.5
U00081,SMS,2025-03-17 10:59:03.099664,192.168.0.112,CRM,Chrome,macOS,Finans,Takım Lideri,27.5
U00062,Mail,2025-03-17 10:59:31.711189,10.3.188.255,Email,Chrome,macOS,Pazarlama,Direktör,27.0
U00053,OTP,2025-03-17 11:00:46.823133,192.168.7.154,Finance,Chrome,Ubuntu,Yönetim,Genel Müdür,29.0
U00030,Mail,2025-03-17 11:02:24.025128,192.168.5.157,Email,Safari,Windows 10,Bilgi İşlem,Direktör,27.0
U00067,SMS,2025-03-17 11:03:28.300251,10.3.189.148,CRM,Chrome,Ubuntu,İnsan Kaynakları,Stajyer,27.5
U00037,SMS,2025-03-17 11:10:04.534207,192.168.3.201,Email,Firefox,Ubuntu,İnsan Kaynakları,Stajyer,27.0
U00095,Mail,2025-03-17 11:17:52.826811,192.168.6.129,CRM,Firefox,Ubuntu,Pazarlama,Genel Müdür,27.5
U00010,OTP,2025-03-17 11:19:33.884513,10.2.227.51,Finance,Firefox,Windows 11,Pazarlama,Takım Lideri,29.0
U00032,SMS,2025-03-17 11:26:05.524353,10.0.68.118,Admin Panel,Edge,Windows 10,Finans,Uzman,30.0
U00026,SMS,2025-03-17 11:26:13.434657,10.2.154.246,Email,Chrome,Windows 10,Pazarlama,Genel Müdür,27.0
U00025,OTP,2025-03-17 11:28:56.182439,192.168.8.245,Finance,Edge,Windows 10,Bilgi İşlem,Müdür,29.0
U00045,SMS,2025-03-17 11:38:08.483527,192.168.3.88,Finance,Chrome,Windows 11,Pazarlama,Stajyer,29.0
U00023,SMS,2025-03-17 11:40:41.158105,10.0.148.97,Email,Firefox,Windows 11,Bilgi İşlem,Stajyer,27.0
U00090,OTP,2025-03-17 11:41:59.314768,192.168.2.9,CRM,Firefox,Windows 11,Bilgi İşlem,Takım Lideri,27.5
U00035,SMS,2025-03-17 11:43:33.423779,10.4.202.35,CRM,Safari,Windows 11,Satış,Müdür,27.5
U00076,OTP,2025-03-17 12:00:30.462253,10.1.105.180,CRM,Opera,Ubuntu,Yönetim,Genel Müdür,46.5
U00005,Mail,2025-03-17 12:19:30.142730,10.4.81.189,CRM,Firefox,Windows 10,Finans,Genel Müdür,27.5
U00078,SMS,2025-03-17 12:20:29.756400,10.0.205.5,Admin Panel,Safari,Windows 10,Finans,Stajyer,30.0
U00092,SMS,2025-03-17 12:53:35.146393,10.2.70.14,Email,Safari,Windows 10,İnsan Kaynakları,Takım Lideri,27.0
U00065,SMS,2025-03-17 12:54:39.586103,192.168.3.240,CRM,Opera,Linux,Yönetim,Uzman,37.5
U00040,OTP,2025-03-17 12:56:55.484101,10.3.42.170,HR System,Edge,Windows 10,Yönetim,Stajyer,28.0
U00067,SMS,2025-03-17 13:04:33.243968,10.3.136.233,HR System,Chrome,Ubuntu,İnsan Kaynakları,Stajyer,28.0
U00023,SMS,2025-03-17 13:07:02.101447,10.0.9.5,CRM,Firefox,Windows 11,Bilgi İşlem,Stajyer,27.5
U00079,Mail,2025-03-17 13:08:08.510645,192.168.8.216,HR System,Chrome,Windows 11,Pazarlama,Takım Lideri,28.0
U00052,Mail,2025-03-17 13:23:10.488096,192.168.7.11,CRM,Firefox,Windows 11,Finans,Direktör,27.5
U00076,SMS,2025-03-17 13:29:00.474429,10.1.250.26,Finance,Safari,Ubuntu,Yönetim,Genel Müdür,47.5
U00014,Biometric,2025-03-17 13:40:43.269932,192.168.7.197,Finance,Safari,Linux,Bilgi İşlem,Direktör,29.0
U00095,Mail,2025-03-17 13:45:59.826860,192.168.6.158,Email,Firefox,Ubuntu,Pazarlama,Genel Müdür,27.0
U00084,OTP,2025-03-17 13:58:46.965526,192.168.4.147,Email,Edge,Ubuntu,Finans,Direktör,27.0
U00089,SMS,2025-03-17 14:06:30.982148,192.168.3.44,Email,Chrome,macOS,Pazarlama,Uzman,27.0
U00009,Mail,2025-03-17 14:06:31.186777,192.168.6.117,HR System,Chrome,Windows 10,Yönetim,Stajyer,28.0
U00092,SMS,2025-03-17 14:17:03.158372,10.2.43.213,Email,Safari,Windows 10,İnsan Kaynakları,Takım Lideri,27.0
U00067,SMS,2025-03-17 14:22:04.312453,192.168.3.79,CRM,Chrome,Ubuntu,İnsan Kaynakları,Stajyer,27.5
U00093,OTP,2025-03-17 14:22:44.177010,192.168.5.171,Email,Edge,Windows 10,İnsan Kaynakları,Müdür,27.0
